CODGEO;LIBGEO;NBMENFISC12;NBPERSMENFISC12;MED12;PIMP12;TP6012;TP60AGE112;TP60AGE212;TP60AGE312;TP60AGE412;TP60AGE512;TP60AGE612;TP60TOL112;TP60TOL212;PR12;PRA12;PTSAC12;PBEN12;PPEN12;PPAT12;PPSOC12;PPFAM12;PPMINI12;PPLOGT12;PIMPOT12;RD12;D112;D912
76641;Saint-Pierre-le-Vieux;84;216.5;20918.0;;;;;;;;;;;;;;;;;;;;;;;;
76642;Saint-Pierre-le-Viger;107;255.5;18085.0;;;;;;;;;;;;;;;;;;;;;;;;
76643;Saint-Quentin-au-Bosc;;;;;;;;;;;;;;;;;;;;;;;;;;;
76644;Saint-Rémy-Boscrocourt;306;792.5;19489.4;;;;;;;;;;;;;;;;;;;;;;;;
76645;Saint-Riquier-en-Rivière;55;150.5;16863.1;;;;;;;;;;;;;;;;;;;;;;;;
76646;Saint-Riquier-ès-Plains;224;576.5;20899.3;;;;;;;;;;;;;;;;;;;;;;;;
76647;Saint-Romain-de-Colbosc;1627;3731.5;20758.0;66;7;9;8;8;7;4;7;4;12;100.0;69.3;64.0;5.3;29.5;13.1;4.1;2.1;1.0;1.0;-16.0;2.8;12838.1;35413.0
76648;Saint-Saëns;1053;2430.0;17110.3;51;18;;20;24;17;12;9;9;28;100.0;64.1;56.3;7.8;27.9;14.8;6.7;2.9;1.8;2.1;-13.5;2.9;10284.4;29749.3
76649;Saint-Saire;221;596.5;17888.7;;;;;;;;;;;;;;;;;;;;;;;;
76650;Saint-Sauveur-d'Émalleville;403;1221.0;22914.8;;;;;;;;;;;;;;;;;;;;;;;;
76651;Saint-Sylvain;72;180.0;20300.0;;;;;;;;;;;;;;;;;;;;;;;;
76652;Saint-Vaast-d'Équiqueville;254;703.5;16590.0;;;;;;;;;;;;;;;;;;;;;;;;
76653;Saint-Vaast-Dieppedalle;142;375.5;18315.7;;;;;;;;;;;;;;;;;;;;;;;;
76654;Saint-Vaast-du-Val;153;454.5;20288.9;;;;;;;;;;;;;;;;;;;;;;;;
76655;Saint-Valery-en-Caux;2033;4127.0;18813.3;61;16;24;21;17;13;9;12;5;22;100.0;67.8;63.5;4.3;31.2;10.3;5.8;1.8;2.0;1.9;-15.1;3.4;10584.6;35890.8
76656;Saint-Victor-l'Abbaye;280;704.0;18240.0;;;;;;;;;;;;;;;;;;;;;;;;
76657;Saint-Vigor-d'Ymonville;375;1073.5;23465.7;;;;;;;;;;;;;;;;;;;;;;;;
76658;Saint-Vincent-Cramesnil;227;626.0;24399.5;;;;;;;;;;;;;;;;;;;;;;;;
76659;Saint-Wandrille-Rançon;475;1188.5;20795.3;;;;;;;;;;;;;;;;;;;;;;;;
76660;Sandouville;291;799.0;21141.9;;;;;;;;;;;;;;;;;;;;;;;;
76662;Sassetot-le-Malgardé;42;109.0;19826.7;;;;;;;;;;;;;;;;;;;;;;;;
76663;Sassetot-le-Mauconduit;416;935.5;19413.0;;;;;;;;;;;;;;;;;;;;;;;;
76664;Sasseville;100;273.5;21835.3;;;;;;;;;;;;;;;;;;;;;;;;
76665;Sauchay;171;423.0;19004.0;;;;;;;;;;;;;;;;;;;;;;;;
76666;Saumont-la-Poterie;154;378.0;20088.8;;;;;;;;;;;;;;;;;;;;;;;;
76667;Sauqueville;141;381.0;19898.7;;;;;;;;;;;;;;;;;;;;;;;;
76668;Saussay;131;375.0;21593.9;;;;;;;;;;;;;;;;;;;;;;;;
76669;Sausseuzemare-en-Caux;162;444.0;22014.7;;;;;;;;;;;;;;;;;;;;;;;;
76670;Senneville-sur-Fécamp;322;828.5;20871.3;;;;;;;;;;;;;;;;;;;;;;;;
76671;Sept-Meules;65;169.0;15302.0;;;;;;;;;;;;;;;;;;;;;;;;
76672;Serqueux;425;1013.0;17596.2;;;;;;;;;;;;;;;;;;;;;;;;
76673;Servaville-Salmonville;377;1092.0;21895.3;;;;;;;;;;;;;;;;;;;;;;;;
76674;Sévis;134;384.0;19002.7;;;;;;;;;;;;;;;;;;;;;;;;
76675;Sierville;364;1009.5;21717.0;;;;;;;;;;;;;;;;;;;;;;;;
76676;Sigy-en-Bray;289;771.0;19049.6;;;;;;;;;;;;;;;;;;;;;;;;
76677;Smermesnil;137;385.0;16010.5;;;;;;;;;;;;;;;;;;;;;;;;
76678;Sommery;332;857.5;18224.0;;;;;;;;;;;;;;;;;;;;;;;;
76679;Sommesnil;;;;;;;;;;;;;;;;;;;;;;;;;;;
76680;Sorquainville;67;196.0;18939.3;;;;;;;;;;;;;;;;;;;;;;;;
76681;Sotteville-lès-Rouen;12842;27635.0;18998.8;64;15;25;17;20;12;9;6;4;26;100.0;69.2;66.7;2.5;31.4;7.9;6.2;2.2;2.1;1.9;-14.7;3.0;10461.0;31560.7
76682;Sotteville-sous-le-Val;264;747.5;22224.0;;;;;;;;;;;;;;;;;;;;;;;;
76683;Sotteville-sur-Mer;151;379.5;19728.3;;;;;;;;;;;;;;;;;;;;;;;;
76684;Tancarville;468;1319.5;21000.9;;;;;;;;;;;;;;;;;;;;;;;;
76685;Thérouldeville;250;663.0;18902.8;;;;;;;;;;;;;;;;;;;;;;;;
76686;Theuville-aux-Maillots;195;565.5;17492.7;;;;;;;;;;;;;;;;;;;;;;;;
76688;Thiergeville;146;408.0;20046.7;;;;;;;;;;;;;;;;;;;;;;;;
76689;Thiétreville;146;389.5;19648.7;;;;;;;;;;;;;;;;;;;;;;;;
76690;Thil-Manneville;211;586.5;19565.7;;;;;;;;;;;;;;;;;;;;;;;;
76691;Le Thil-Riberpré;87;221.0;19583.0;;;;;;;;;;;;;;;;;;;;;;;;
76692;Thiouville;109;306.0;18020.7;;;;;;;;;;;;;;;;;;;;;;;;
76693;Le Tilleul;266;694.0;22762.3;;;;;;;;;;;;;;;;;;;;;;;;
76694;Tocqueville-en-Caux;47;115.5;19974.0;;;;;;;;;;;;;;;;;;;;;;;;
76695;Tocqueville-les-Murs;111;309.0;19579.5;;;;;;;;;;;;;;;;;;;;;;;;
76696;Tocqueville-sur-Eu;75;228.0;17945.2;;;;;;;;;;;;;;;;;;;;;;;;
76697;Torcy-le-Grand;293;772.0;19558.6;;;;;;;;;;;;;;;;;;;;;;;;
76698;Torcy-le-Petit;195;492.0;17676.7;;;;;;;;;;;;;;;;;;;;;;;;
76699;Le Torp-Mesnil;142;393.0;19459.4;;;;;;;;;;;;;;;;;;;;;;;;
76700;Tôtes;562;1431.0;17796.0;;;;;;;;;;;;;;;;;;;;;;;;
76701;Touffreville-la-Cable;145;396.5;22342.6;;;;;;;;;;;;;;;;;;;;;;;;
76702;Touffreville-la-Corbeline;306;814.5;21868.0;;;;;;;;;;;;;;;;;;;;;;;;
76703;Touffreville-sur-Eu;83;202.0;20870.1;;;;;;;;;;;;;;;;;;;;;;;;
76704;Tourville-la-Chapelle;214;587.5;18749.4;;;;;;;;;;;;;;;;;;;;;;;;
76705;Tourville-la-Rivière;929;2320.0;20466.0;69;10;;10;11;8;4;;5;18;100.0;75.3;73.9;1.4;26.3;7.4;5.1;2.7;1.1;1.4;-14.1;2.7;11898.3;32636.0
76706;Tourville-les-Ifs;211;550.5;22233.3;;;;;;;;;;;;;;;;;;;;;;;;
76707;Tourville-sur-Arques;473;1269.5;20623.8;;;;;;;;;;;;;;;;;;;;;;;;
76708;Toussaint;298;756.5;21037.5;;;;;;;;;;;;;;;;;;;;;;;;
76709;Le Trait;2184;4921.5;17740.0;56;16;24;22;19;14;11;5;5;27;100.0;67.5;64.9;2.6;31.4;5.9;7.4;2.8;2.4;2.2;-12.2;2.7;10216.7;28031.7
76710;Trémauville;45;103.5;26608.0;;;;;;;;;;;;;;;;;;;;;;;;
76711;Le Tréport;2437;5060.0;16140.7;51;22;33;27;30;23;10;14;9;32;100.0;60.5;57.2;3.3;35.1;7.6;9.0;2.6;3.5;2.9;-12.2;2.9;9340.7;27453.3
76712;La Trinité-du-Mont;289;803.0;22058.8;;;;;;;;;;;;;;;;;;;;;;;;
76713;Triquerville;136;377.0;24350.0;;;;;;;;;;;;;;;;;;;;;;;;
76714;Les Trois-Pierres;270;726.0;22534.0;;;;;;;;;;;;;;;;;;;;;;;;
76715;Trouville;231;652.5;21217.3;;;;;;;;;;;;;;;;;;;;;;;;
76716;Turretot;540;1506.0;22061.0;;;;;;;;;;;;;;;;;;;;;;;;
76717;Val-de-la-Haye;282;701.5;21643.9;;;;;;;;;;;;;;;;;;;;;;;;
76718;Valliquerville;531;1366.0;21923.3;;;;;;;;;;;;;;;;;;;;;;;;
76719;Valmont;392;895.0;18198.0;;;;;;;;;;;;;;;;;;;;;;;;
76720;Varengeville-sur-Mer;475;1016.5;23337.0;;;;;;;;;;;;;;;;;;;;;;;;
76721;Varneville-Bretteville;116;311.5;20858.7;;;;;;;;;;;;;;;;;;;;;;;;
76723;Vassonville;150;430.5;19995.2;;;;;;;;;;;;;;;;;;;;;;;;
76724;Vatierville;49;136.0;17928.3;;;;;;;;;;;;;;;;;;;;;;;;
76725;Vattetot-sous-Beaumont;194;557.5;21930.0;;;;;;;;;;;;;;;;;;;;;;;;
76726;Vattetot-sur-Mer;117;316.0;22732.9;;;;;;;;;;;;;;;;;;;;;;;;
76727;Vatteville-la-Rue;417;1132.0;20143.7;;;;;;;;;;;;;;;;;;;;;;;;
76728;La Vaupalière;362;961.5;25402.4;;;;;;;;;;;;;;;;;;;;;;;;
76729;Veauville-lès-Baons;272;737.5;20852.2;;;;;;;;;;;;;;;;;;;;;;;;
76730;Veauville-lès-Quelles;52;121.0;22385.3;;;;;;;;;;;;;;;;;;;;;;;;
76731;Vénestanville;61;179.0;18084.2;;;;;;;;;;;;;;;;;;;;;;;;
76732;Butot-Vénesville;94;268.5;19422.8;;;;;;;;;;;;;;;;;;;;;;;;
76733;Ventes-Saint-Rémy;82;217.0;21503.9;;;;;;;;;;;;;;;;;;;;;;;;
76734;Vergetot;147;440.5;24482.4;;;;;;;;;;;;;;;;;;;;;;;;
76735;Veules-les-Roses;299;563.0;19748.0;;;;;;;;;;;;;;;;;;;;;;;;
76736;Veulettes-sur-Mer;138;302.5;18295.0;;;;;;;;;;;;;;;;;;;;;;;;
76737;Vibeuf;225;639.0;21005.5;;;;;;;;;;;;;;;;;;;;;;;;
76738;Vieux-Manoir;253;693.5;21558.0;;;;;;;;;;;;;;;;;;;;;;;;
76739;Vieux-Rouen-sur-Bresle;252;620.5;18308.0;;;;;;;;;;;;;;;;;;;;;;;;
76740;La Vieux-Rue;188;567.0;22135.7;;;;;;;;;;;;;;;;;;;;;;;;
76741;Villainville;110;332.0;23275.2;;;;;;;;;;;;;;;;;;;;;;;;
76742;Villequier;322;743.0;21254.0;;;;;;;;;;;;;;;;;;;;;;;;
76743;Villers-Écalles;698;1776.0;22084.5;;;;;;;;;;;;;;;;;;;;;;;;
76744;Villers-sous-Foucarmont;84;202.0;16796.7;;;;;;;;;;;;;;;;;;;;;;;;
76745;Villy-sur-Yères;77;196.5;18318.3;;;;;;;;;;;;;;;;;;;;;;;;
76746;Vinnemerville;92;223.0;19291.3;;;;;;;;;;;;;;;;;;;;;;;;
76747;Virville;121;366.5;23073.9;;;;;;;;;;;;;;;;;;;;;;;;
76748;Vittefleur;276;654.0;19056.4;;;;;;;;;;;;;;;;;;;;;;;;
76749;Wanchy-Capval;138;348.0;16508.5;;;;;;;;;;;;;;;;;;;;;;;;
76750;Yainville;456;1108.5;18920.0;;;;;;;;;;;;;;;;;;;;;;;;
76751;Yébleron;528;1368.5;18207.6;;;;;;;;;;;;;;;;;;;;;;;;
76752;Yerville;1051;2421.0;18230.6;54;11;;6;22;9;7;6;4;19;100.0;62.1;55.0;7.1;31.9;13.4;5.7;2.7;1.3;1.7;-13.1;2.7;11463.9;30409.0
76753;Ymare;428;1188.5;25039.4;;;;;;;;;;;;;;;;;;;;;;;;
76754;Yport;418;916.5;17644.6;;;;;;;;;;;;;;;;;;;;;;;;
76755;Ypreville-Biville;208;579.0;18326.5;;;;;;;;;;;;;;;;;;;;;;;;
76756;Yquebeuf;86;245.0;25306.7;;;;;;;;;;;;;;;;;;;;;;;;
76757;Yvecrique;235;670.0;19729.4;;;;;;;;;;;;;;;;;;;;;;;;
76758;Yvetot;5390;11297.0;18522.7;58;15;19;20;19;14;7;5;5;22;100.0;67.0;62.4;4.6;29.2;11.5;6.8;2.3;2.3;2.2;-14.5;3.0;10786.6;32068.0
76759;Yville-sur-Seine;172;475.0;19899.7;;;;;;;;;;;;;;;;;;;;;;;;
77001;Achères-la-Forêt;463;1239.5;26474.0;;;;;;;;;;;;;;;;;;;;;;;;
77002;Amillis;293;768.0;21498.8;;;;;;;;;;;;;;;;;;;;;;;;
77003;Amponville;143;370.5;23620.6;;;;;;;;;;;;;;;;;;;;;;;;
77004;Andrezel;117;314.5;27578.0;;;;;;;;;;;;;;;;;;;;;;;;
77005;Annet-sur-Marne;1166;3172.5;26760.7;83;4;8;3;5;4;2;;3;11;100.0;91.9;87.5;4.4;15.5;10.3;2.4;1.7;0.2;0.4;-20.1;2.9;15732.0;45356.7
77006;Arbonne-la-Forêt;350;943.0;25793.6;;;;;;;;;;;;;;;;;;;;;;;;
77007;Argentières;140;381.0;25291.9;;;;;;;;;;;;;;;;;;;;;;;;
77008;Armentières-en-Brie;358;1333.5;18435.7;;;;;;;;;;;;;;;;;;;;;;;;
77009;Arville;54;136.5;28199.3;;;;;;;;;;;;;;;;;;;;;;;;
77010;Aubepierre-Ozouer-le-Repos;323;874.5;23696.2;;;;;;;;;;;;;;;;;;;;;;;;
77011;Aufferville;202;544.0;22514.8;;;;;;;;;;;;;;;;;;;;;;;;
77012;Augers-en-Brie;112;311.5;22383.9;;;;;;;;;;;;;;;;;;;;;;;;
77013;Aulnoy;137;358.0;24905.2;;;;;;;;;;;;;;;;;;;;;;;;
77014;Avon;6381;13876.0;20992.0;72;13;22;15;17;13;8;5;6;22;100.0;75.5;72.4;3.1;29.9;8.7;4.1;1.9;1.0;1.2;-18.2;3.7;10603.3;38857.8
77015;Baby;43;105.0;21196.2;;;;;;;;;;;;;;;;;;;;;;;;
77016;Bagneaux-sur-Loing;709;1715.5;18381.7;;;;;;;;;;;;;;;;;;;;;;;;
77018;Bailly-Romainvilliers;2452;7266.0;23677.6;78;8;11;6;8;9;9;;4;16;100.0;101.0;96.3;4.7;6.4;5.7;4.5;3.1;0.6;0.9;-17.6;3.0;12926.2;38593.5
77019;Balloy;136;345.5;21912.4;;;;;;;;;;;;;;;;;;;;;;;;
77020;Bannost-Villegagnon;241;691.0;24814.0;;;;;;;;;;;;;;;;;;;;;;;;
77021;Barbey;63;165.5;22648.0;;;;;;;;;;;;;;;;;;;;;;;;
77022;Barbizon;615;1501.0;32400.0;;;;;;;;;;;;;;;;;;;;;;;;
77023;Barcy;89;274.0;23831.0;;;;;;;;;;;;;;;;;;;;;;;;
77024;Bassevelle;124;327.0;21682.1;;;;;;;;;;;;;;;;;;;;;;;;
77025;Bazoches-lès-Bray;342;893.0;20861.1;;;;;;;;;;;;;;;;;;;;;;;;
77026;Beauchery-Saint-Martin;140;427.0;21231.7;;;;;;;;;;;;;;;;;;;;;;;;
77027;Beaumont-du-Gâtinais;431;1106.0;19915.7;;;;;;;;;;;;;;;;;;;;;;;;
77028;Beautheil;251;717.5;24023.3;;;;;;;;;;;;;;;;;;;;;;;;
77029;Beauvoir;85;220.5;24836.7;;;;;;;;;;;;;;;;;;;;;;;;
77030;Bellot;302;793.0;20903.6;;;;;;;;;;;;;;;;;;;;;;;;
77031;Bernay-Vilbert;308;821.0;25956.1;;;;;;;;;;;;;;;;;;;;;;;;
77032;Beton-Bazoches;335;893.0;19387.7;;;;;;;;;;;;;;;;;;;;;;;;
77033;Bezalles;77;243.0;20710.7;;;;;;;;;;;;;;;;;;;;;;;;
77034;Blandy;274;709.5;26058.5;;;;;;;;;;;;;;;;;;;;;;;;
77035;Blennes;227;618.5;22604.0;;;;;;;;;;;;;;;;;;;;;;;;
77036;Boisdon;49;130.0;22568.0;;;;;;;;;;;;;;;;;;;;;;;;
77037;Bois-le-Roi;2203;5911.5;30328.0;85;3;;4;5;3;2;2;3;8;100.0;82.3;75.1;7.2;24.4;13.8;1.8;1.3;0.2;0.3;-22.3;3.2;16552.8;52509.3
77038;Boissettes;168;395.0;29764.4;;;;;;;;;;;;;;;;;;;;;;;;
77039;Boissise-la-Bertrand;377;1010.0;29161.9;;;;;;;;;;;;;;;;;;;;;;;;
77040;Boissise-le-Roi;1333;3697.0;26692.0;86;3;;7;3;3;2;1;2;13;100.0;72.4;69.5;2.9;31.0;14.5;2.1;1.4;0.3;0.4;-20.0;3.1;15094.8;46307.0
77041;Boissy-aux-Cailles;121;320.5;27697.3;;;;;;;;;;;;;;;;;;;;;;;;
77042;Boissy-le-Châtel;1193;3267.5;21789.1;77;6;;7;6;8;4;2;5;16;100.0;76.6;70.3;6.3;27.3;9.1;3.3;2.3;0.5;0.4;-16.3;2.7;13461.0;35812.7
77043;Boitron;139;391.0;22690.4;;;;;;;;;;;;;;;;;;;;;;;;
77044;Bombon;328;890.5;23581.0;;;;;;;;;;;;;;;;;;;;;;;;
77045;Bougligny;276;731.0;21799.0;;;;;;;;;;;;;;;;;;;;;;;;
77046;Boulancourt;154;395.0;23826.7;;;;;;;;;;;;;;;;;;;;;;;;
77047;Bouleurs;508;1436.0;24155.0;;;;;;;;;;;;;;;;;;;;;;;;
77048;Bourron-Marlotte;1116;2773.0;25738.0;77;8;;12;9;6;5;4;5;20;100.0;67.5;60.1;7.4;25.5;31.3;2.2;1.2;0.5;0.5;-26.5;4.2;12450.5;52685.3
77049;Boutigny;310;879.5;26040.7;;;;;;;;;;;;;;;;;;;;;;;;
77050;Bransles;216;562.5;21187.0;;;;;;;;;;;;;;;;;;;;;;;;
77051;Bray-sur-Seine;997;2246.5;17965.0;59;17;;22;20;19;8;8;7;26;100.0;66.0;61.7;4.3;32.4;7.8;7.5;3.0;2.4;2.1;-13.7;2.9;10299.5;30090.0
77052;Bréau;125;356.5;25593.5;;;;;;;;;;;;;;;;;;;;;;;;
77053;Brie-Comte-Robert;6663;16275.5;22648.6;77;9;12;9;11;10;5;5;3;18;100.0;83.1;79.5;3.6;22.4;8.5;3.8;2.1;0.7;0.9;-17.8;3.0;12332.0;36828.5
77054;La Brosse-Montceaux;286;772.5;22597.9;;;;;;;;;;;;;;;;;;;;;;;;
77055;Brou-sur-Chantereine;1679;4226.0;21096.1;76;9;11;10;12;10;4;4;4;16;100.0;81.5;78.9;2.6;23.7;6.6;4.6;2.7;0.8;1.1;-16.4;2.7;12088.5;32760.5
77056;Burcy;65;155.0;21050.0;;;;;;;;;;;;;;;;;;;;;;;;
77057;Bussières;168;481.0;20106.7;;;;;;;;;;;;;;;;;;;;;;;;
77058;Bussy-Saint-Georges;9135;24960.5;23719.6;78;11;16;10;10;11;10;14;6;19;100.0;101.5;96.5;5.0;7.1;8.1;4.0;2.4;0.7;1.0;-20.7;3.7;11494.3;42378.6
77059;Bussy-Saint-Martin;253;722.0;30351.2;;;;;;;;;;;;;;;;;;;;;;;;
77060;Buthiers;318;776.5;24193.3;;;;;;;;;;;;;;;;;;;;;;;;
77061;Cannes-Écluse;950;2379.5;20747.3;73;8;;13;8;9;6;3;5;21;100.0;68.4;65.2;3.2;34.9;7.6;4.2;2.3;0.9;1.0;-15.1;2.7;12319.3;33363.0
77062;Carnetin;176;441.5;25508.1;;;;;;;;;;;;;;;;;;;;;;;;
77063;La Celle-sur-Morin;478;1298.0;24244.5;;;;;;;;;;;;;;;;;;;;;;;;
77065;Cély;440;1160.5;27366.7;;;;;;;;;;;;;;;;;;;;;;;;
77066;Cerneux;120;316.0;20113.8;;;;;;;;;;;;;;;;;;;;;;;;
77067;Cesson;3565;9883.5;24978.5;81;4;20;6;4;3;2;2;2;15;100.0;80.2;77.4;2.8;25.8;8.2;3.4;2.4;0.4;0.6;-17.6;2.7;14624.8;39452.0
77068;Cessoy-en-Montois;96;215.0;22318.7;;;;;;;;;;;;;;;;;;;;;;;;
77069;Chailly-en-Bière;805;2142.0;25003.1;79;6;;6;10;5;4;4;3;17;100.0;72.2;67.6;4.6;24.7;27.4;2.2;1.4;0.4;0.4;-26.5;3.3;13752.0;45131.3
77070;Chailly-en-Brie;500;1295.5;22520.0;;;;;;;;;;;;;;;;;;;;;;;;
77071;Chaintreaux;346;970.5;22534.8;;;;;;;;;;;;;;;;;;;;;;;;
77072;Chalautre-la-Grande;254;732.5;19962.0;;;;;;;;;;;;;;;;;;;;;;;;
77073;Chalautre-la-Petite;228;595.0;23392.4;;;;;;;;;;;;;;;;;;;;;;;;
77075;Chalifert;469;1239.5;25858.9;;;;;;;;;;;;;;;;;;;;;;;;
77076;Chalmaison;284;805.0;21112.7;;;;;;;;;;;;;;;;;;;;;;;;
77077;Chambry;357;921.5;23609.5;;;;;;;;;;;;;;;;;;;;;;;;
77078;Chamigny;464;1279.5;22215.2;;;;;;;;;;;;;;;;;;;;;;;;
77079;Champagne-sur-Seine;2627;6272.0;18983.4;64;14;27;16;15;13;7;6;4;25;100.0;76.9;73.9;3.0;25.1;5.8;6.4;2.9;1.7;1.8;-14.2;2.7;10875.5;29811.3
77080;Champcenest;68;178.0;22768.6;;;;;;;;;;;;;;;;;;;;;;;;
77081;Champdeuil;256;727.0;23352.5;;;;;;;;;;;;;;;;;;;;;;;;
77082;Champeaux;327;862.0;23092.8;;;;;;;;;;;;;;;;;;;;;;;;
77083;Champs-sur-Marne;8903;24248.0;21104.5;73;14;21;13;15;14;10;10;5;23;100.0;86.6;83.7;2.9;18.0;7.7;5.1;2.7;1.1;1.3;-17.4;3.5;10720.9;38044.8
77084;Changis-sur-Marne;420;1144.0;23270.6;;;;;;;;;;;;;;;;;;;;;;;;
77085;Chanteloup-en-Brie;1021;3084.5;24413.0;79;6;;6;7;8;7;;3;14;100.0;95.3;93.0;2.3;11.1;6.7;4.0;2.9;0.5;0.6;-17.1;3.0;13258.5;39336.1
77086;La Chapelle-Gauthier;507;1434.5;21798.5;;;;;;;;;;;;;;;;;;;;;;;;
77087;La Chapelle-Iger;62;177.5;26848.0;;;;;;;;;;;;;;;;;;;;;;;;
77088;La Chapelle-la-Reine;930;2502.5;21218.0;71;8;;12;6;9;5;;5;17;100.0;83.9;77.7;6.2;20.5;7.3;4.5;2.8;0.8;0.9;-16.2;2.7;12681.3;34199.6
77089;La Chapelle-Rablais;337;995.0;23408.0;;;;;;;;;;;;;;;;;;;;;;;;
77090;La Chapelle-Saint-Sulpice;80;238.0;21822.9;;;;;;;;;;;;;;;;;;;;;;;;
77091;Les Chapelles-Bourbon;137;412.5;25477.3;;;;;;;;;;;;;;;;;;;;;;;;
77093;La Chapelle-Moutils;163;442.0;20164.8;;;;;;;;;;;;;;;;;;;;;;;;
77094;Charmentray;99;263.5;25178.8;;;;;;;;;;;;;;;;;;;;;;;;
77095;Charny;463;1266.5;25566.0;;;;;;;;;;;;;;;;;;;;;;;;
77096;Chartrettes;1002;2557.0;28167.0;85;4;;4;3;4;2;5;2;11;100.0;82.2;74.5;7.7;25.1;11.7;1.8;1.2;0.3;0.3;-20.8;3.1;15794.0;48859.3
77097;Chartronges;100;301.5;23150.8;;;;;;;;;;;;;;;;;;;;;;;;
77098;Châteaubleau;132;362.0;20846.7;;;;;;;;;;;;;;;;;;;;;;;;
77099;Château-Landon;1331;3185.0;19393.6;66;12;25;11;15;12;7;10;7;26;100.0;69.7;64.9;4.8;29.8;10.7;4.8;2.6;1.2;1.1;-15.0;2.9;10937.5;31557.6
77100;Le Châtelet-en-Brie;1716;4426.0;23639.0;79;5;;5;6;3;4;6;3;13;100.0;80.2;76.4;3.8;25.4;7.6;3.2;2.0;0.6;0.6;-16.4;2.5;14371.5;36586.7
77101;Châtenay-sur-Seine;369;968.5;21523.3;;;;;;;;;;;;;;;;;;;;;;;;
77102;Châtenoy;66;171.5;22918.6;;;;;;;;;;;;;;;;;;;;;;;;
77103;Châtillon-la-Borde;85;223.5;26461.0;;;;;;;;;;;;;;;;;;;;;;;;
77104;Châtres;234;647.5;26960.9;;;;;;;;;;;;;;;;;;;;;;;;
77106;Chauffry;378;1038.0;23181.0;;;;;;;;;;;;;;;;;;;;;;;;
77107;Chaumes-en-Brie;1188;3077.0;22466.1;75;9;16;9;9;9;6;;5;21;100.0;83.7;78.5;5.2;20.3;10.8;3.2;2.0;0.6;0.5;-18.0;3.0;12450.9;37307.2
77108;Chelles;20726;54770.0;21169.5;73;14;17;14;17;13;10;7;7;25;100.0;81.3;78.1;3.2;22.6;8.7;5.0;2.6;1.2;1.2;-17.6;3.5;10626.8;36909.4
77109;Chenoise;522;1344.0;19604.9;;;;;;;;;;;;;;;;;;;;;;;;
77110;Chenou;123;305.5;22654.0;;;;;;;;;;;;;;;;;;;;;;;;
77111;Chessy;1621;4441.5;24210.0;81;8;11;7;8;11;2;;2;15;100.0;94.0;90.5;3.5;10.7;11.0;3.7;2.4;0.5;0.8;-19.4;3.3;13288.7;43382.9
77112;Chevrainvilliers;100;235.0;24268.0;;;;;;;;;;;;;;;;;;;;;;;;
77113;Chevru;364;1170.0;20829.3;;;;;;;;;;;;;;;;;;;;;;;;
77114;Chevry-Cossigny;1428;4070.0;24980.0;83;4;8;2;5;4;4;;2;11;100.0;90.8;86.5;4.3;16.1;9.1;2.7;1.9;0.3;0.4;-18.7;2.7;15065.0;40355.4
77115;Chevry-en-Sereine;197;505.5;22808.7;;;;;;;;;;;;;;;;;;;;;;;;
77116;Choisy-en-Brie;503;1389.5;22209.0;;;;;;;;;;;;;;;;;;;;;;;;
77117;Citry;319;853.5;19937.8;;;;;;;;;;;;;;;;;;;;;;;;
77118;Claye-Souilly;4479;11446.0;24579.0;81;7;12;7;8;6;4;4;3;16;100.0;82.2;78.3;3.9;22.7;10.9;3.0;1.8;0.6;0.5;-18.8;3.1;13367.1;40926.0
77119;Clos-Fontaine;97;287.0;23037.8;;;;;;;;;;;;;;;;;;;;;;;;
77120;Cocherel;199;634.0;20446.0;;;;;;;;;;;;;;;;;;;;;;;;
77121;Collégien;1196;3406.5;23933.0;81;8;14;9;7;8;6;;5;13;100.0;89.8;87.5;2.3;16.2;7.3;4.1;2.4;0.8;0.8;-17.4;3.1;12573.3;39161.1
77122;Combs-la-Ville;8289;22107.5;22655.4;75;11;14;14;12;9;7;5;4;26;100.0;81.8;79.6;2.2;23.3;7.8;4.4;2.5;0.9;1.1;-17.3;3.3;11450.9;37284.0
77123;Compans;244;729.0;22097.0;;;;;;;;;;;;;;;;;;;;;;;;
77124;Conches-sur-Gondoire;612;1699.5;29080.7;;;;;;;;;;;;;;;;;;;;;;;;
77125;Condé-Sainte-Libiaire;540;1428.0;25746.7;;;;;;;;;;;;;;;;;;;;;;;;
77126;Congis-sur-Thérouanne;601;1696.5;23023.9;;;;;;;;;;;;;;;;;;;;;;;;
77127;Coubert;646;1679.5;23153.3;;;;;;;;;;;;;;;;;;;;;;;;
77128;Couilly-Pont-aux-Dames;747;2025.5;24951.3;78;7;;9;7;2;6;;5;19;100.0;82.0;78.6;3.4;23.0;12.1;2.7;1.8;0.4;0.4;-19.8;3.1;13663.3;42228.1
77129;Coulombs-en-Valois;217;605.0;21333.8;;;;;;;;;;;;;;;;;;;;;;;;
77130;Coulommes;145;410.5;23922.4;;;;;;;;;;;;;;;;;;;;;;;;
77131;Coulommiers;6704;15186.0;18093.9;62;17;22;22;20;15;9;8;5;24;100.0;70.9;66.0;4.9;28.6;8.8;7.0;2.8;2.2;2.0;-15.3;3.0;10049.7;30645.3
77132;Coupvray;950;2649.0;27283.8;88;2;;2;2;2;3;;1;11;100.0;84.9;81.0;3.9;24.0;8.1;1.9;1.4;0.3;0.2;-18.9;2.5;17202.0;43676.0
